#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-0468|4R  |3288.571|01 00 18.29 -33 42 12.3|17.61| 1.44| 106.1| 1.1| 0.40|0.01| 0.51|0.08|1.000|     |   |     |
Scl-0469|4R  |3288.571|01 00 17.78 -33 41 34.5|18.21| 1.35| 116.7| 1.1| 0.38|0.02| 0.50|0.08|1.000|     |   |     |
Scl-0470|4R  |3288.571|01 00 17.35 -33 41 08.4|17.78| 1.45| 104.1| 1.5| 0.42|0.02| 0.57|0.09|0.998|     |   |     |
Scl-0471|4R  |3288.571|01 00 18.59 -33 39 39.0|17.87| 1.34|  13.3| 3.7| 0.34|0.03| 0.71|0.09|0.000| 15.8|1.2| 0.74|0.06
Scl-0471|1R  |4017.555|01 00 18.59 -33 39 39.0|17.87| 1.34|  16.1| 1.2| 0.31|0.03| 0.76|0.09|     |     |   |     |
Scl-0472|4R  |3288.571|01 00 27.01 -33 38 22.0|17.82| 1.42| 115.4| 1.2| 0.42|0.02| 0.57|0.08|0.999|     |   |     |
Scl-0473|4R  |3288.571|01 00 27.07 -33 38 00.7|18.15| 1.28| 108.0| 3.2| 0.40|0.03| 0.38|0.09|1.000|     |   |     |
Scl-0474|4R  |3288.571|01 00 31.88 -33 30 01.0|18.31| 1.26| 125.4| 3.1| 0.39|0.03| 0.47|0.09|0.999|     |   |     |
Scl-0475|4R  |3288.571|01 00 36.67 -33 31 02.7|19.09| 1.16| 108.9| 9.8| 0.27|0.05| 0.45|0.10|0.999|     |   |     |
Scl-0476|4R  |3288.571|01 00 32.83 -33 36 07.4|17.98| 1.28| 104.8| 1.7| 0.36|0.02| 0.47|0.08|0.999|126.8|0.9| 0.47|0.06
Scl-0476|1R  |4017.555|01 00 32.83 -33 36 07.4|17.98| 1.28| 136.7| 1.1| 0.43|0.04| 0.48|0.10|     |     |   |     |
Scl-0477|4R  |3288.571|01 00 30.50 -33 37 03.4|19.19| 1.14| 107.0| 6.5| 0.41|0.04| 0.57|0.10|0.999|     |   |     |
Scl-0478|4R  |3288.571|01 00 33.90 -33 37 32.4|18.98| 1.23|  97.0| 5.3| 0.40|0.03| 0.48|0.10|0.998|     |   |     |
Scl-0479|4R  |3288.571|01 00 35.91 -33 37 42.3|18.46| 1.23|  88.7| 7.4| 0.25|0.04| 0.37|0.09|1.000|104.9|2.6| 0.38|0.07
Scl-0479|1R  |4017.555|01 00 35.91 -33 37 42.3|18.46| 1.23| 107.1| 2.7| 0.43|0.04| 0.38|0.11|     |     |   |     |
Scl-0480|4R  |3288.571|01 00 31.87 -33 38 00.2|18.25| 1.23| 124.9| 3.0| 0.37|0.02| 0.35|0.08|1.000|     |   |     |
Scl-0481|4R  |3288.571|01 00 35.57 -33 44 17.5|19.04| 1.12| 121.8| 5.2| 0.34|0.03| 0.25|0.09|1.000|     |   |     |
Scl-0482|4R  |3288.571|01 00 37.78 -33 44 08.7|17.88| 1.34| 114.7| 1.1| 0.37|0.02| 0.38|0.08|1.000|114.2|1.0| 0.44|0.06
Scl-0482|5R  |3289.593|01 00 37.78 -33 44 08.7|17.88| 1.34| 112.3| 2.2| 0.34|0.02| 0.51|0.08|     |     |   |     |
Scl-0483|4R  |3288.571|01 00 34.06 -33 42 36.7|19.08| 1.20| 120.9| 3.2| 0.33|0.03| 0.37|0.09|1.000|     |   |     |
Scl-0484|4R  |3288.571|01 00 37.76 -33 41 22.9|18.68| 1.22| 110.8| 1.6| 0.37|0.02| 0.45|0.08|1.000|     |   |     |
Scl-0485|4R  |3288.571|01 00 33.60 -33 41 12.0|19.14| 1.10| 107.9| 8.2| 0.29|0.03| 0.28|0.09|1.000|     |   |     |
Scl-0486|4R  |3288.571|01 00 31.94 -33 41 02.3|18.92| 1.13| 121.0| 5.0| 0.36|0.03| 0.41|0.09|1.000|     |   |     |
Scl-0487|4R  |3288.571|01 00 35.59 -33 39 10.6|19.00| 1.13| 120.9| 3.6| 0.35|0.03| 0.46|0.09|1.000|     |   |     |
Scl-0488|4R  |3288.571|01 00 30.21 -33 44 30.2|18.59| 1.29| 113.5| 3.1| 0.46|0.02| 0.47|0.09|0.999|113.2|1.4| 0.52|0.06
Scl-0488|5R  |3289.593|01 00 30.21 -33 44 30.2|18.59| 1.29| 107.4| 3.4| 0.43|0.03| 0.55|0.09|     |     |   |     |
Scl-0488|1R  |4017.555|01 00 30.21 -33 44 30.2|18.59| 1.29| 114.7| 1.8| 0.38|0.05| 0.56|0.11|     |     |   |     |
Scl-0489|4R  |3288.571|01 00 29.92 -33 43 29.0|18.64| 1.21| 110.9| 4.6| 0.29|0.03| 0.31|0.09|1.000|     |   |     |
Scl-0490|4R  |3288.571|01 00 29.43 -33 42 56.2|17.70| 1.44| 125.6| 1.1| 0.41|0.01| 0.43|0.08|1.000|     |   |     |
Scl-0491|4R  |3288.571|01 00 26.04 -33 42 40.6|18.84| 1.18| 107.9| 2.8| 0.37|0.02| 0.38|0.08|1.000|     |   |     |
Scl-0492|4R  |3288.571|01 00 28.10 -33 42 34.4|17.68| 1.37| 102.0| 1.4| 0.41|0.01| 0.39|0.08|1.000|101.8|0.8| 0.43|0.06
Scl-0492|1R  |4017.555|01 00 28.10 -33 42 34.4|17.68| 1.37| 101.8| 1.0| 0.42|0.03| 0.48|0.09|     |     |   |     |
Scl-0493|4R  |3288.571|01 00 27.41 -33 42 03.9|18.65| 1.16| 101.3| 6.2| 0.30|0.03| 0.24|0.09|1.000|     |   |     |
Scl-0494|4R  |3288.571|01 00 31.70 -33 41 39.9|18.64| 1.22| 112.0| 1.6| 0.35|0.02| 0.45|0.08|1.000|     |   |     |
Scl-0495|4R  |3288.571|01 00 51.95 -33 31 57.7|18.87| 1.16| 108.0| 8.3| 0.31|0.04| 0.36|0.10|1.000|     |   |     |
Scl-0496|4R  |3288.571|01 01 01.16 -33 34 43.2|19.07| 1.18| 114.9| 9.0| 0.28|0.05| 0.33|0.11|1.000|     |   |     |
Scl-0497|4R  |3288.571|01 01 06.29 -33 34 43.0|18.86| 1.13| 100.3|10.3| 0.34|0.04| 0.41|0.10|0.999|     |   |     |
Scl-0498|4R  |3288.571|01 00 48.80 -33 44 11.8|18.13| 1.35| -54.0| 3.8| 0.36|0.03| 0.74|0.09|0.000|     |   |     |
Scl-0499|4R  |3288.571|01 00 51.39 -33 42 53.2|18.15| 1.34| 120.0| 1.1| 0.43|0.02| 0.49|0.08|1.000|     |   |     |
Scl-0500|4R  |3288.571|01 00 42.24 -33 44 38.7|19.17| 1.16| 100.2| 4.9| 0.28|0.05| 0.76|0.10|0.994|100.5|4.4| 0.59|0.07
Scl-0500|5R  |3289.593|01 00 42.24 -33 44 38.7|19.17| 1.16| 101.8| 9.9| 0.36|0.04| 0.43|0.10|     |     |   |     |
Scl-0501|4R  |3288.571|01 00 40.35 -33 44 14.2|18.76| 1.18| 119.1| 5.3| 0.44|0.04| 0.41|0.11|1.000|     |   |     |
Scl-0502|4R  |3288.571|01 00 40.61 -33 41 10.8|18.44| 1.28| 109.8| 2.1| 0.40|0.02| 0.54|0.09|0.999|     |   |     |
Scl-0503|4R  |3288.571|01 00 41.91 -33 40 09.1|18.44| 1.25| 110.6| 4.3| 0.38|0.03| 0.52|0.09|1.000|110.2|3.5| 0.45|0.07
Scl-0503|1R  |4017.555|01 00 41.91 -33 40 09.1|18.44| 1.25| 109.5| 5.9| 0.21|0.07| 0.30|0.13|     |     |   |     |
Scl-0504|4R  |3288.571|01 00 47.34 -33 38 06.7|18.38| 1.25| 103.0| 2.3| 0.43|0.03| 0.62|0.09|0.995|     |   |     |
Scl-0505|72B |3288.679|01 02 10.16 -33 36 22.5|18.30| 1.18| 108.5| 1.5| 0.34|0.03| 0.47|0.05|0.999|     |   |     |
Scl-0506|72B |3288.679|01 01 57.69 -33 42 50.7|18.84| 1.27| 118.6| 0.8| 0.37|0.02| 0.41|0.04|1.000|     |   |     |
Scl-0507|72B |3288.679|01 02 00.12 -33 40 38.9|19.55| 1.07| 120.9| 2.9| 0.26|0.03| 0.27|0.06|1.000|     |   |     |
Scl-0508|72B |3288.679|01 02 14.40 -33 33 52.8|19.84| 1.11| 120.3| 3.4| 0.42|0.06| 0.41|0.11|1.000|117.3|2.5| 0.34|0.08
Scl-0508|58B |3665.559|01 02 14.40 -33 33 52.8|19.84| 1.11| 113.7| 3.8| 0.42|0.05| 0.28|0.10|     |     |   |     |
Scl-0509|72B |3288.679|01 02 18.74 -33 36 15.3|17.91| 1.25| 118.1| 0.5| 0.37|0.02| 0.37|0.04|1.000|     |   |     |
Scl-0510|72B |3288.679|01 02 16.78 -33 36 44.5|19.46| 1.04| 103.5| 1.8| 0.33|0.03| 0.29|0.06|1.000|     |   |     |
Scl-0511|72B |3288.679|01 02 25.79 -33 37 16.7|19.34| 1.12| 117.6| 1.1| 0.41|0.03| 0.30|0.06|1.000|     |   |     |
Scl-0512|72B |3288.679|01 02 18.26 -33 37 35.8|18.16| 1.20| 107.3| 0.8| 0.33|0.02| 0.37|0.03|1.000|     |   |     |
Scl-0513|72B |3288.679|01 02 19.33 -33 38 06.7|19.32| 1.09| 113.0| 3.3| 0.36|0.04| 0.32|0.08|1.000|     |   |     |
Scl-0514|72B |3288.679|01 02 11.02 -33 41 33.8|19.59| 1.09| 120.3| 3.1| 0.27|0.03| 0.21|0.07|1.000|     |   |     |
Scl-0515|72B |3288.679|01 02 18.93 -33 39 26.9|19.76| 0.98| -76.5| 2.4| 0.28|0.04| 0.72|0.05|0.000|     |   |     |
Scl-0516|72B |3288.679|01 02 41.97 -33 35 24.9|17.89| 1.26|  82.8| 0.7| 0.45|0.02| 0.46|0.05|0.676|     |   |     |
Scl-0517|72B |3288.679|01 02 31.98 -33 37 42.7|18.23| 1.26|  50.4| 3.6| 0.41|0.07| 0.69|0.10|0.000|     |   |     |
Scl-0518|72B |3288.679|01 02 31.97 -33 38 52.5|19.73| 1.16| 120.5| 2.6| 0.34|0.06| 0.33|0.10|0.999|     |   |     |
Scl-0519|72B |3288.679|01 02 28.01 -33 45 46.4|19.59| 1.20| 118.2| 1.7| 0.38|0.03| 0.37|0.06|1.000|     |   |     |
Scl-0520|72B |3288.679|01 02 15.95 -33 45 01.8|18.24| 1.28| 126.6| 0.5| 0.41|0.01| 0.42|0.02|0.999|     |   |     |
Scl-0521|72B |3288.679|01 02 20.47 -33 44 14.4|19.44| 1.09|  84.6| 1.3| 0.33|0.03| 0.36|0.05|0.967|     |   |     |
Scl-0522|72B |3288.679|01 02 25.28 -33 39 50.0|17.89| 1.31| 101.7| 0.5| 0.37|0.01| 0.38|0.02|1.000|     |   |     |
Scl-0523|72B |3288.679|01 02 49.74 -33 40 37.8|18.39| 1.26| 118.7| 1.9| 0.33|0.03| 0.31|0.06|1.000|     |   |     |
Scl-0524|5B  |3289.593|01 00 55.00 -33 46 19.1|19.53| 1.03| 114.2| 1.8| 0.26|0.03| 0.33|0.05|1.000|115.3|1.1| 0.34|0.04
Scl-0524|1B  |4017.555|01 00 55.00 -33 46 19.1|19.53| 1.03| 115.9| 1.3| 0.32|0.03| 0.36|0.07|     |     |   |     |
Scl-0525|5B  |3289.593|01 01 02.27 -33 48 30.5|19.63| 1.07| 109.1| 2.1| 0.31|0.03| 0.31|0.06|1.000|109.2|1.9| 0.31|0.06
Scl-0525|1R  |4017.555|01 01 02.27 -33 48 30.5|19.63| 1.07| 109.7| 4.5| 0.47|0.07| 0.35|0.17|     |     |   |     |
Scl-0526|5R  |3289.593|01 00 57.09 -33 48 30.3|18.34| 1.29| 117.8| 2.6| 0.43|0.02| 0.39|0.08|1.000|117.4|0.5| 0.49|0.03
Scl-0526|1B  |4017.555|01 00 57.09 -33 48 30.3|18.34| 1.29| 117.4| 0.5| 0.43|0.02| 0.51|0.04|     |     |   |     |
Scl-0527|5B  |3289.593|01 00 26.82 -33 44 13.7|19.93| 1.11| 103.0| 1.3| 0.28|0.03| 0.33|0.05|1.000|103.6|1.0| 0.35|0.04
Scl-0527|1B  |4017.555|01 00 26.82 -33 44 13.7|19.93| 1.11| 104.5| 1.4| 0.38|0.05| 0.42|0.11|     |     |   |     |
Scl-0528|5B  |3289.593|01 00 07.59 -33 44 04.0|19.92| 1.09| 110.4| 2.2| 0.30|0.03| 0.37|0.05|1.000|     |   |     |
Scl-0529|5B  |3289.593|01 00 08.77 -33 44 13.4|19.45| 1.06| 118.8| 0.8| 0.41|0.02| 0.36|0.04|1.000|     |   |     |
Scl-0530|5B  |3289.593|01 00 07.74 -33 44 23.3|19.76| 1.13| 115.4| 2.6| 0.36|0.04| 0.35|0.07|1.000|     |   |     |
Scl-0531|5B  |3289.593|01 00 05.03 -33 44 19.2|19.39| 1.20| 120.6| 0.8| 0.41|0.02| 0.43|0.04|1.000|119.8|0.5| 0.47|0.03
Scl-0531|1B  |4017.555|01 00 05.03 -33 44 19.2|19.39| 1.20| 119.4| 0.6| 0.39|0.03| 0.53|0.06|     |     |   |     |
Scl-0532|5B  |3289.593|01 00 04.76 -33 44 41.2|19.91| 1.13| 105.7| 1.2| 0.42|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0533|5B  |3289.593|01 00 10.07 -33 44 59.7|19.82| 1.09| 102.7| 1.6| 0.32|0.03| 0.41|0.06|1.000|102.4|1.5| 0.40|0.05
Scl-0533|1R  |4017.555|01 00 10.07 -33 44 59.7|19.82| 1.09|  99.8| 4.2| 0.50|0.07| 0.29|0.22|     |     |   |     |
Scl-0534|5B  |3289.593|01 00 05.48 -33 45 02.0|19.55| 1.12|  96.0| 1.4| 0.32|0.03| 0.51|0.05|0.996|     |   |     |
Scl-0535|5B  |3289.593|01 00 19.24 -33 46 09.1|19.73| 0.96| 120.4| 1.6| 0.40|0.04| 0.27|0.07|1.000|     |   |     |
Scl-0536|5B  |3289.593|01 00 18.00 -33 44 12.9|19.32| 1.10| 108.0| 1.4| 0.26|0.03| 0.43|0.05|1.000|     |   |     |
Scl-0537|5B  |3289.593|01 00 24.30 -33 44 51.5|19.84| 1.14| 100.6| 1.2| 0.37|0.03| 0.48|0.05|1.000|103.6|0.8| 0.47|0.04
Scl-0537|1B  |4017.555|01 00 24.30 -33 44 51.5|19.84| 1.14| 105.3| 0.9| 0.35|0.04| 0.45|0.08|     |     |   |     |
Scl-0538|5B  |3289.593|01 00 22.65 -33 45 01.4|19.85| 1.07|  95.0| 2.4| 0.40|0.07| 0.61|0.07|0.977|     |   |     |
Scl-0539|5B  |3289.593|01 00 19.02 -33 44 52.7|19.38| 1.17| 129.9| 1.2| 0.43|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0540|5B  |3289.593|01 00 21.14 -33 45 26.3|19.47| 1.14| 110.1| 2.7| 0.36|0.03| 0.36|0.07|1.000|111.0|0.9| 0.41|0.05
Scl-0540|1B  |4017.555|01 00 21.14 -33 45 26.3|19.47| 1.14| 111.1| 1.0| 0.40|0.04| 0.48|0.08|     |     |   |     |
Scl-0541|5B  |3289.593|01 00 20.64 -33 46 08.4|19.97| 1.12| 113.1| 5.5|     |    |     |    |0.999|     |   |     |
Scl-0542|5B  |3289.593|01 00 00.50 -33 50 32.0|19.88| 1.05| 108.6| 5.5| 0.37|0.04| 0.23|0.08|1.000|111.5|4.0| 0.26|0.08
Scl-0542|1R  |4017.555|01 00 00.50 -33 50 32.0|19.88| 1.05| 114.9| 5.9| 0.06|0.56| 0.54|0.24|     |     |   |     |
Scl-0543|5B  |3289.593|00 59 59.86 -33 49 34.3|19.34| 1.17| 107.2| 0.8| 0.37|0.03| 0.53|0.05|1.000|110.0|0.5| 0.48|0.03
Scl-0543|15B |3289.712|00 59 59.86 -33 49 34.3|19.34| 1.17| 111.4| 0.6| 0.38|0.02| 0.43|0.05|     |     |   |     |
Scl-0544|5B  |3289.593|01 00 02.52 -33 48 00.2|19.86| 1.15| 117.1| 1.7| 0.31|0.04| 0.53|0.06|0.999|     |   |     |
Scl-0545|5B  |3289.593|01 00 06.03 -33 47 47.6|19.97| 1.09| 119.3| 2.8| 0.35|0.03| 0.38|0.06|1.000|     |   |     |
Scl-0546|5B  |3289.593|01 00 00.10 -33 47 11.8|20.00| 0.98| 113.4| 4.7| 0.22|0.04| 0.17|0.08|1.000|     |   |     |
Scl-0547|5B  |3289.593|00 59 59.80 -33 46 48.7|19.47| 1.14|  98.0| 1.5| 0.36|0.03| 0.42|0.05|0.999|     |   |     |
Scl-0548|5B  |3289.593|01 00 00.37 -33 46 29.5|19.57| 1.02| 115.6| 1.2| 0.33|0.03| 0.42|0.05|1.000|115.5|1.2| 0.41|0.05
Scl-0548|1R  |4017.555|01 00 00.37 -33 46 29.5|19.57| 1.02| 113.8| 5.6| 0.36|0.11| 0.31|0.21|     |     |   |     |
Scl-0549|5B  |3289.593|01 00 04.95 -33 46 20.7|19.61| 1.14| 101.2| 1.2| 0.30|0.03| 0.39|0.05|1.000|109.2|0.8| 0.38|0.05
Scl-0549|1B  |4017.555|01 00 04.95 -33 46 20.7|19.61| 1.14| 114.8| 1.0| 0.45|0.04| 0.34|0.11|     |     |   |     |
Scl-0550|5B  |3289.593|00 59 53.26 -33 51 29.5|19.54| 1.16| 110.2| 0.7| 0.37|0.02| 0.42|0.04|1.000|108.9|0.5| 0.40|0.03
Scl-0550|15B |3289.712|00 59 53.26 -33 51 29.5|19.54| 1.16| 107.6| 0.9| 0.38|0.03| 0.36|0.06|     |     |   |     |
Scl-0550|27B |3665.662|00 59 53.26 -33 51 29.5|19.54| 1.16| 107.8| 1.3| 0.43|0.03| 0.38|0.07|     |     |   |     |
Scl-0551|5B  |3289.593|00 59 56.19 -33 51 27.4|19.72| 1.04| 120.7| 0.8| 0.39|0.02| 0.54|0.04|0.999|121.2|0.7| 0.54|0.04
Scl-0551|15B |3289.712|00 59 56.19 -33 51 27.4|19.72| 1.04| 122.0| 1.2| 0.56|0.05| 0.96|0.19|     |     |   |     |
Scl-0551|27B |3665.662|00 59 56.19 -33 51 27.4|19.72| 1.04| 124.0| 4.5| 0.31|0.05| 0.35|0.12|     |     |   |     |
Scl-0552|5B  |3289.593|00 59 58.10 -33 50 43.0|19.86| 1.03| 118.8| 1.5| 0.28|0.04| 0.47|0.06|1.000|118.6|1.4| 0.50|0.05
Scl-0552|15B |3289.712|00 59 58.10 -33 50 43.0|19.86| 1.03| 117.6| 3.4| 0.30|0.04| 0.62|0.10|     |     |   |     |
Scl-0553|5B  |3289.593|00 59 57.25 -33 48 49.8|19.52| 1.11| 105.1| 1.8| 0.31|0.03| 0.37|0.05|1.000|     |   |     |
Scl-0554|5B  |3289.593|00 59 55.76 -33 48 31.4|19.78| 1.16|  28.7| 1.4| 0.36|0.03| 0.58|0.05|0.000| 27.5|0.9| 0.69|0.04
Scl-0554|1B  |4017.555|00 59 55.76 -33 48 31.4|19.78| 1.16|  26.4| 1.3| 0.32|0.04| 0.86|0.06|     |     |   |     |
Scl-0555|5B  |3289.593|01 00 27.26 -33 42 40.4|19.78| 1.08| 116.2| 1.5| 0.45|0.03| 0.37|0.07|1.000|     |   |     |
Scl-0556|5B  |3289.593|01 00 22.83 -33 46 42.3|19.95| 1.12| 127.7| 1.4| 0.35|0.03| 0.41|0.05|1.000|125.7|1.1| 0.41|0.05
Scl-0556|1B  |4017.555|01 00 22.83 -33 46 42.3|19.95| 1.12| 123.2| 1.6| 0.40|0.05| 0.42|0.12|     |     |   |     |
Scl-0557|5B  |3289.593|01 00 23.05 -33 47 23.2|19.47| 1.15| 112.7| 0.8| 0.36|0.02| 0.37|0.05|1.000|113.2|0.7| 0.41|0.04
Scl-0557|1B  |4017.555|01 00 23.05 -33 47 23.2|19.47| 1.15| 115.0| 1.4| 0.35|0.04| 0.51|0.07|     |     |   |     |
Scl-0558|5B  |3289.593|01 00 20.19 -33 47 35.2|19.96| 1.10|  87.0| 3.0| 0.30|0.03| 0.32|0.05|0.996|     |   |     |
Scl-0559|5B  |3289.593|01 00 21.70 -33 48 28.0|19.54| 1.16| 105.8| 1.4| 0.32|0.02| 0.40|0.04|1.000|     |   |     |
Scl-0560|5B  |3289.593|01 00 31.21 -33 44 15.1|19.84| 1.12| 123.4| 2.9| 0.26|0.04| 0.13|0.08|1.000|     |   |     |
Scl-0561|5B  |3289.593|01 00 28.63 -33 46 02.6|19.76| 1.15| 111.6| 2.8| 0.37|0.03| 0.28|0.07|1.000|     |   |     |
Scl-0562|5B  |3289.593|01 00 28.92 -33 46 33.0|19.89| 0.95| 112.7| 1.0| 0.36|0.03| 0.45|0.05|1.000|     |   |     |
Scl-0563|5B  |3289.593|01 00 27.38 -33 46 36.4|19.39| 1.16|  96.5| 0.9| 0.36|0.02| 0.40|0.04|0.999| 96.8|0.8| 0.41|0.04
Scl-0563|1R  |4017.555|01 00 27.38 -33 46 36.4|19.39| 1.16| 103.0| 4.0| 0.35|0.13| 0.55|0.18|     |     |   |     |
Scl-0564|5B  |3289.593|01 00 26.48 -33 47 59.2|19.83| 1.11| 114.2| 0.8| 0.39|0.03| 0.37|0.05|1.000|114.2|0.8| 0.37|0.05
Scl-0564|1R  |4017.555|01 00 26.48 -33 47 59.2|19.83| 1.11| 113.4| 8.9| 0.14|0.12| 0.46|0.16|     |     |   |     |
Scl-0565|5B  |3289.593|01 00 25.95 -33 48 40.7|19.80| 1.11| 124.0| 2.2| 0.29|0.03| 0.30|0.05|1.000|     |   |     |
Scl-0566|5B  |3289.593|01 00 24.52 -33 48 58.0|19.36| 1.18| 126.9| 1.1| 0.33|0.02| 0.37|0.04|1.000|     |   |     |
Scl-0567|5B  |3289.593|01 00 05.16 -33 54 47.9|19.40| 1.10| 116.2| 1.4| 0.33|0.02| 0.38|0.04|1.000|117.9|1.2| 0.37|0.04
Scl-0567|15B |3289.712|01 00 05.16 -33 54 47.9|19.40| 1.10| 123.5| 2.5| 0.48|0.04| 0.41|0.11|     |     |   |     |
Scl-0567|27B |3665.662|01 00 05.16 -33 54 47.9|19.40| 1.10| 116.6| 4.3| 0.33|0.04| 0.26|0.09|     |     |   |     |
Scl-0568|5B  |3289.593|01 00 09.41 -33 54 37.6|19.56| 1.10| 121.3| 1.4| 0.29|0.02| 0.39|0.04|1.000|121.8|1.1| 0.35|0.04
Scl-0568|27B |3665.662|01 00 09.41 -33 54 37.6|19.56| 1.10| 122.8| 2.0| 0.30|0.03| 0.24|0.08|     |     |   |     |
Scl-0569|5B  |3289.593|01 00 13.03 -33 52 29.4|19.93| 0.93| 113.8| 3.9| 0.23|0.03| 0.41|0.05|1.000|111.2|2.1| 0.35|0.04
Scl-0569|27B |3665.662|01 00 13.03 -33 52 29.4|19.93| 0.93| 110.2| 2.5| 0.26|0.04| 0.17|0.09|     |     |   |     |
Scl-0570|5B  |3289.593|01 00 13.85 -33 50 57.5|19.78| 1.09|  91.7| 1.6| 0.35|0.02| 0.26|0.05|0.998|     |   |     |
Scl-0571|5B  |3289.593|01 00 17.16 -33 49 50.9|19.42| 1.13|  97.2| 3.3| 0.28|0.03| 0.29|0.06|1.000| 98.0|1.4| 0.33|0.05
Scl-0571|27B |3665.662|01 00 17.16 -33 49 50.9|19.42| 1.13|  98.3| 1.7| 0.32|0.03| 0.38|0.07|     |     |   |     |
Scl-0571|1R  |4017.555|01 00 17.16 -33 49 50.9|19.42| 1.13|  97.1| 8.0| 0.41|0.08| 0.31|0.18|     |     |   |     |
Scl-0572|5B  |3289.593|01 00 04.47 -33 53 40.9|19.71| 0.98| 122.9| 0.8| 0.35|0.02| 0.33|0.05|1.000|123.6|0.7| 0.31|0.04
Scl-0572|27B |3665.662|01 00 04.47 -33 53 40.9|19.71| 0.98| 125.6| 1.4| 0.42|0.03| 0.22|0.09|     |     |   |     |
Scl-0573|5B  |3289.593|01 00 04.73 -33 53 06.3|19.51| 1.11| 120.9| 1.4| 0.36|0.03| 0.29|0.05|1.000|120.9|0.9| 0.30|0.04
Scl-0573|27B |3665.662|01 00 04.73 -33 53 06.3|19.51| 1.11| 122.7| 1.8| 0.42|0.03| 0.19|0.09|     |     |   |     |
Scl-0573|1B  |4017.555|01 00 04.73 -33 53 06.3|19.51| 1.11| 119.5| 1.6| 0.39|0.04| 0.49|0.10|     |     |   |     |
Scl-0574|5B  |3289.593|01 00 05.34 -33 50 53.6|19.43| 1.08| 107.2| 1.1| 0.33|0.02| 0.36|0.04|1.000|108.2|0.7| 0.37|0.03
Scl-0574|15B |3289.712|01 00 05.34 -33 50 53.6|19.43| 1.08| 108.7| 1.1| 0.42|0.03| 0.47|0.07|     |     |   |     |
Scl-0574|27B |3665.662|01 00 05.34 -33 50 53.6|19.43| 1.08| 108.9| 1.5| 0.35|0.03| 0.28|0.08|     |     |   |     |
Scl-0575|5B  |3289.593|01 00 01.60 -33 50 15.9|19.73| 1.09| 121.8| 1.4| 0.29|0.03| 0.45|0.04|1.000|     |   |     |
Scl-0576|5B  |3289.593|01 00 08.87 -33 48 29.7|19.33| 1.11| 110.7| 0.5| 0.37|0.02| 0.49|0.03|1.000|     |   |     |
Scl-0577|5B  |3289.593|01 00 35.47 -33 42 42.2|19.42| 1.12| 105.9| 0.5| 0.38|0.02| 0.47|0.04|1.000|106.6|0.4| 0.49|0.03
Scl-0577|1B  |4017.555|01 00 35.47 -33 42 42.2|19.42| 1.12| 108.8| 0.9| 0.50|0.04| 0.57|0.09|     |     |   |     |
Scl-0578|5B  |3289.593|01 00 32.24 -33 44 57.0|19.93| 1.10| 109.5| 2.6| 0.28|0.03| 0.35|0.05|1.000|109.5|1.5| 0.39|0.05
Scl-0578|1B  |4017.555|01 00 32.24 -33 44 57.0|19.93| 1.10| 109.5| 1.9| 0.39|0.07| 0.62|0.12|     |     |   |     |
Scl-0579|5B  |3289.593|01 00 31.00 -33 47 12.2|19.48| 1.02| 113.9| 3.3| 0.28|0.03| 0.41|0.04|1.000|     |   |     |
Scl-0580|5B  |3289.593|01 00 28.55 -33 48 50.4|18.60| 1.22| 101.1| 1.2| 0.35|0.03| 0.50|0.05|0.999|100.8|1.0| 0.49|0.04
Scl-0580|1R  |4017.555|01 00 28.55 -33 48 50.4|18.60| 1.22| 106.0| 4.1| 0.27|0.09| 0.44|0.15|     |     |   |     |
Scl-0580|1R  |4685.730|01 00 28.55 -33 48 50.4|18.60| 1.22|  98.1| 2.3| 0.37|0.05| 0.47|0.10|     |     |   |     |
Scl-0581|5B  |3289.593|01 00 27.17 -33 49 10.1|19.39| 1.09| 115.4| 1.1| 0.45|0.03| 0.36|0.05|1.000|     |   |     |
Scl-0582|5B  |3289.593|01 00 38.03 -33 43 33.7|19.46| 1.08| 113.3| 0.7| 0.37|0.02| 0.43|0.04|1.000|     |   |     |
Scl-0583|5B  |3289.593|01 00 35.72 -33 45 38.8|19.37| 1.08| 113.8| 2.0| 0.31|0.02| 0.32|0.05|1.000|114.3|1.9| 0.32|0.05
Scl-0583|1R  |4017.555|01 00 35.72 -33 45 38.8|19.37| 1.08| 118.2| 5.6| 0.32|0.07| 0.34|0.14|     |     |   |     |
Scl-0584|5B  |3289.593|01 00 35.22 -33 46 03.2|19.96| 1.12| 112.2| 1.7| 0.43|0.03| 0.45|0.06|1.000|111.8|0.9| 0.45|0.05
Scl-0584|1B  |4017.555|01 00 35.22 -33 46 03.2|19.96| 1.12| 111.7| 1.1| 0.38|0.05| 0.45|0.10|     |     |   |     |
