#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-0687|15B |3289.712|00 59 25.64 -33 46 47.6|19.63| 1.08| 137.2| 1.0| 0.37|0.02| 0.41|0.05|0.998|     |   |     |
Scl-0688|15B |3289.712|00 59 21.73 -33 47 11.1|19.43| 1.10| 105.6| 0.9| 0.33|0.02| 0.40|0.05|1.000|     |   |     |
Scl-0689|15B |3289.712|00 59 20.31 -33 47 25.2|18.64| 1.22| 131.8| 0.5| 0.35|0.01| 0.41|0.03|1.000|     |   |     |
Scl-0690|15B |3289.712|00 59 23.24 -33 47 29.3|19.26| 1.16| 106.7| 0.6| 0.35|0.02| 0.41|0.04|1.000|     |   |     |
Scl-0691|15B |3289.712|00 59 22.01 -33 47 59.6|19.86| 1.10| 121.8| 1.1| 0.33|0.03| 0.39|0.06|1.000|     |   |     |
Scl-0692|15B |3289.712|00 59 24.12 -33 48 22.9|19.75| 1.06| 112.9| 1.6| 0.38|0.03| 0.33|0.08|1.000|     |   |     |
Scl-0693|15B |3289.712|00 59 33.85 -33 45 05.5|19.55| 1.10| 119.0| 3.5| 0.47|0.05| 0.23|0.15|1.000|     |   |     |
Scl-0694|15B |3289.712|00 59 34.69 -33 45 19.9|18.77| 1.24| 113.7| 0.5| 0.46|0.02| 0.50|0.05|1.000|     |   |     |
Scl-0695|15B |3289.712|00 59 35.08 -33 45 54.4|19.90| 1.05| 113.2| 1.5| 0.39|0.04| 0.27|0.10|1.000|     |   |     |
Scl-0696|15B |3289.712|00 59 32.66 -33 46 13.6|19.71| 1.16|  97.6| 0.7| 0.43|0.03| 0.55|0.06|0.995|     |   |     |
Scl-0697|15B |3289.712|00 59 34.25 -33 46 48.8|19.54| 1.05| 114.5| 4.7| 0.25|0.03| 0.07|0.09|1.000|     |   |     |
Scl-0698|15B |3289.712|00 59 29.36 -33 46 47.6|19.50| 1.04| 119.1| 1.3| 0.34|0.02| 0.34|0.07|1.000|     |   |     |
Scl-0699|15B |3289.712|00 59 11.76 -33 56 05.8|19.45| 1.05|  -0.9| 0.9| 0.33|0.03| 0.77|0.04|0.000|     |   |     |
Scl-0700|15B |3289.712|00 59 10.32 -33 52 40.1|19.45| 1.01| 120.3| 0.8| 0.37|0.02| 0.33|0.05|1.000|     |   |     |
Scl-0701|15B |3289.712|00 59 23.32 -33 50 21.9|19.61| 1.13| 107.2| 0.6| 0.38|0.02| 0.36|0.05|1.000|     |   |     |
Scl-0702|15B |3289.712|00 59 27.95 -33 49 00.3|19.17| 1.11| 114.8| 0.6| 0.37|0.02| 0.36|0.04|1.000|     |   |     |
Scl-0703|15B |3289.712|00 59 25.17 -33 48 43.4|19.33| 1.15|  89.5| 0.6| 0.31|0.02| 0.39|0.05|0.997|     |   |     |
Scl-0704|15B |3289.712|00 58 58.09 -33 53 52.4|19.91| 1.07|  94.8| 2.3| 0.32|0.03| 0.28|0.08|0.998|     |   |     |
Scl-0705|15B |3289.712|00 59 05.04 -33 52 45.6|19.40| 1.09| 104.8| 0.7| 0.37|0.02| 0.42|0.05|1.000|     |   |     |
Scl-0706|15B |3289.712|00 59 10.69 -33 47 02.5|19.50| 1.02| 125.8| 1.7| 0.32|0.03| 0.38|0.06|1.000|     |   |     |
Scl-0707|15B |3289.712|00 59 37.98 -33 45 29.2|19.79| 1.09|  97.3| 2.2| 0.26|0.04| 0.27|0.08|1.000|     |   |     |
Scl-0708|15B |3289.712|00 59 37.33 -33 45 53.7|19.43| 1.10| 107.0| 0.7| 0.35|0.02| 0.36|0.05|1.000|     |   |     |
Scl-0709|15B |3289.712|00 59 34.83 -33 48 38.1|19.23| 1.14|  97.0| 0.7| 0.36|0.03| 0.41|0.06|0.999|     |   |     |
Scl-0710|15B |3289.712|00 59 32.87 -33 49 08.9|19.91| 1.14| 117.7| 0.7| 0.38|0.03| 0.53|0.06|0.999|     |   |     |
Scl-0711|15B |3289.712|00 59 34.31 -33 49 36.9|19.91| 0.93| 126.6| 1.5| 0.30|0.03| 0.27|0.06|1.000|     |   |     |
Scl-0712|15B |3289.712|00 59 31.48 -33 49 53.5|19.42| 1.17| 118.5| 0.7| 0.37|0.03| 0.35|0.06|1.000|     |   |     |
Scl-0713|15B |3289.712|00 59 33.93 -33 51 06.8|19.90| 1.09| 112.5| 1.0| 0.36|0.03| 0.35|0.07|1.000|     |   |     |
Scl-0714|15B |3289.712|00 59 39.53 -33 45 21.0|19.38| 1.16| 135.9| 1.3| 0.36|0.03| 0.42|0.06|0.998|     |   |     |
Scl-0715|15B |3289.712|00 59 40.41 -33 45 52.1|19.98| 1.08| 115.4| 1.1| 0.35|0.03| 0.37|0.06|1.000|     |   |     |
Scl-0716|15B |3289.712|00 59 38.75 -33 46 14.6|19.16| 1.12| 141.0| 4.2| 0.27|0.03| 0.22|0.07|0.997|     |   |     |
Scl-0717|15B |3289.712|00 59 37.07 -33 46 48.5|19.12| 1.20| 104.6| 0.5| 0.35|0.02| 0.49|0.04|1.000|     |   |     |
Scl-0718|15B |3289.712|00 59 40.64 -33 47 06.4|18.75| 1.23| 125.9| 0.5| 0.41|0.01| 0.39|0.03|1.000|     |   |     |
Scl-0719|15B |3289.712|00 59 38.41 -33 47 05.3|19.38| 1.20| 115.3| 0.6| 0.39|0.02| 0.47|0.04|1.000|     |   |     |
Scl-0720|15B |3289.712|00 59 43.46 -33 56 55.7|19.76| 1.05| 118.0| 1.2| 0.35|0.04| 0.39|0.07|1.000|     |   |     |
Scl-0721|15B |3289.712|00 59 37.75 -33 55 09.3|19.77| 0.98|-146.0| 1.8| 0.32|0.04| 0.64|0.07|0.000|     |   |     |
Scl-0722|15B |3289.712|00 59 42.39 -33 52 42.6|19.92| 1.05| 141.2| 4.4| 0.26|0.04| 0.18|0.10|0.995|     |   |     |
Scl-0723|15B |3289.712|00 59 44.72 -33 51 48.0|19.85| 1.09|  97.5| 1.8| 0.31|0.03| 0.29|0.08|0.999| 97.4|1.2| 0.32|0.06
Scl-0723|27B |3665.662|00 59 44.72 -33 51 48.0|19.85| 1.09|  97.4| 1.6| 0.29|0.04| 0.35|0.08|     |     |   |     |
Scl-0724|15B |3289.712|00 59 47.75 -33 51 37.3|19.00| 1.13| 115.4| 0.7| 0.35|0.02| 0.39|0.04|1.000|114.9|0.6| 0.43|0.03
Scl-0724|27B |3665.662|00 59 47.75 -33 51 37.3|19.00| 1.13| 114.0| 1.0| 0.41|0.02| 0.48|0.05|     |     |   |     |
Scl-0725|15B |3289.712|00 59 22.33 -33 57 05.0|19.22| 1.05| 111.3| 0.6| 0.33|0.02| 0.38|0.05|1.000|     |   |     |
Scl-0726|15B |3289.712|00 59 27.56 -33 57 04.8|19.64| 1.09| 121.2| 0.9| 0.37|0.02| 0.43|0.05|1.000|120.9|0.8| 0.45|0.04
Scl-0726|27B |3665.662|00 59 27.56 -33 57 04.8|19.64| 1.09| 116.8| 3.1| 0.31|0.06| 0.50|0.11|     |     |   |     |
Scl-0727|15B |3289.712|00 59 21.71 -33 56 24.4|19.83| 1.04| 101.7| 1.1| 0.31|0.02| 0.31|0.05|1.000|     |   |     |
Scl-0728|15B |3289.712|00 59 33.03 -33 54 44.1|19.75| 1.08| 140.0| 2.6| 0.28|0.04| 0.37|0.08|0.990|     |   |     |
Scl-0729|15B |3289.712|00 59 32.59 -33 53 38.7|19.30| 1.12| 107.4| 0.7| 0.39|0.02| 0.43|0.04|1.000|107.0|0.6| 0.42|0.04
Scl-0729|27B |3665.662|00 59 32.59 -33 53 38.7|19.30| 1.12| 105.7| 1.3| 0.38|0.03| 0.39|0.07|     |     |   |     |
Scl-0730|15B |3289.712|00 59 45.35 -33 45 30.2|19.34| 1.02| 117.2| 1.2| 0.32|0.03| 0.31|0.06|1.000|     |   |     |
Scl-0731|15B |3289.712|00 59 44.62 -33 46 14.3|19.54| 0.96| 110.3| 2.5| 0.30|0.04| 0.31|0.09|1.000|     |   |     |
Scl-0732|15B |3289.712|00 59 41.68 -33 46 36.5|19.66| 1.10| 117.4| 1.7| 0.33|0.04| 0.31|0.09|1.000|     |   |     |
Scl-0733|15B |3289.712|00 59 43.46 -33 46 43.8|19.53| 1.12|  75.1| 1.2| 0.37|0.03| 0.38|0.06|0.604|     |   |     |
Scl-0734|15B |3289.712|00 59 39.86 -33 49 21.5|19.55| 1.11| 106.9| 2.1| 0.35|0.02| 0.30|0.06|1.000|     |   |     |
Scl-0735|15B |3289.712|00 59 37.57 -33 49 59.2|19.65| 1.15| 114.2| 1.1| 0.36|0.03| 0.32|0.06|1.000|     |   |     |
Scl-0736|15B |3289.712|00 59 38.82 -33 50 34.7|19.99| 1.08| 117.9| 1.8| 0.41|0.04| 0.35|0.09|1.000|     |   |     |
Scl-0737|15B |3289.712|00 59 49.76 -33 45 49.5|19.14| 1.13|  95.8| 0.8| 0.40|0.02| 0.42|0.04|0.999|     |   |     |
Scl-0738|15B |3289.712|00 59 49.41 -33 46 46.8|19.05| 1.19| 111.2| 0.8| 0.36|0.03| 0.40|0.06|1.000|     |   |     |
Scl-0739|15B |3289.712|00 59 46.08 -33 46 59.9|19.96| 1.09| 110.8| 1.2| 0.32|0.03| 0.29|0.07|1.000|     |   |     |
Scl-0740|15B |3289.712|00 59 47.39 -33 47 08.2|19.50| 1.21|  91.1| 0.8| 0.29|0.03| 0.43|0.05|0.997|     |   |     |
Scl-0741|15B |3289.712|00 59 43.40 -33 47 34.1|19.14| 1.16| 128.7| 0.8| 0.37|0.02| 0.37|0.05|1.000|     |   |     |
Scl-0742|15B |3289.712|00 59 42.17 -33 48 26.4|18.97| 1.16| 113.2| 0.8| 0.33|0.02| 0.42|0.05|1.000|     |   |     |
Scl-0743|15B |3289.712|00 59 42.37 -33 48 59.5|19.25| 1.13| 111.5| 1.1| 0.41|0.03| 0.49|0.07|1.000|     |   |     |
Scl-0744|15B |3289.712|00 59 50.64 -33 58 07.1|19.09| 1.10| 106.2| 1.5| 0.29|0.03| 0.33|0.06|1.000|     |   |     |
Scl-0745|15B |3289.712|00 59 49.08 -33 55 48.3|19.43| 1.00| 108.4| 1.9| 0.25|0.04| 0.46|0.08|1.000|108.2|1.4| 0.37|0.06
Scl-0745|27B |3665.662|00 59 49.08 -33 55 48.3|19.43| 1.00| 108.0| 2.0| 0.33|0.03| 0.29|0.08|     |     |   |     |
Scl-0746|15B |3289.712|00 59 51.88 -33 54 48.3|19.94| 1.04| 117.6| 3.1| 0.33|0.05| 0.24|0.12|1.000|     |   |     |
Scl-0747|15B |3289.712|00 59 50.82 -33 54 05.2|19.98| 1.09| 110.5| 2.0| 0.32|0.04| 0.34|0.08|1.000|110.1|1.8| 0.28|0.07
Scl-0747|27B |3665.662|00 59 50.82 -33 54 05.2|19.98| 1.09| 108.7| 3.7| 0.44|0.04| 0.05|0.15|     |     |   |     |
Scl-0748|15B |3289.712|00 59 54.41 -33 53 26.3|19.17| 1.07| 128.1| 1.3| 0.35|0.04| 0.20|0.09|0.999|130.1|0.9| 0.27|0.07
Scl-0748|27B |3665.662|00 59 54.41 -33 53 26.3|19.17| 1.07| 131.6| 1.1| 0.42|0.04| 0.36|0.10|     |     |   |     |
Scl-0749|15B |3289.712|00 59 46.40 -33 57 36.6|19.66| 0.96| 115.1| 2.2| 0.29|0.04| 0.44|0.08|0.999|     |   |     |
Scl-0750|15B |3289.712|00 59 48.70 -33 56 22.7|19.76| 1.06| 111.6| 2.5| 0.29|0.04| 0.29|0.08|1.000|     |   |     |
Scl-0751|15B |3289.712|00 59 44.39 -33 55 44.4|18.96| 1.14| 115.9| 0.6| 0.39|0.02| 0.41|0.05|1.000|115.8|0.6| 0.41|0.05
Scl-0751|27B |3665.662|00 59 44.39 -33 55 44.4|18.96| 1.14| 113.7| 2.4|     |    |     |    |     |     |   |     |
Scl-0752|15B |3289.712|00 59 44.35 -33 55 19.3|19.68| 1.12| 122.3| 0.7| 0.42|0.03| 0.43|0.06|1.000|121.9|0.6| 0.42|0.04
Scl-0752|27B |3665.662|00 59 44.35 -33 55 19.3|19.68| 1.12| 120.9| 1.1| 0.42|0.03| 0.41|0.07|     |     |   |     |
Scl-0753|15B |3289.712|00 59 47.85 -33 54 29.9|19.52| 0.98| 114.0| 1.1| 0.30|0.03| 0.31|0.06|1.000|114.0|1.1| 0.30|0.05
Scl-0753|27B |3665.662|00 59 47.85 -33 54 29.9|19.52| 0.98| 114.4| 3.2| 0.31|0.03| 0.27|0.08|     |     |   |     |
Scl-0754|15B |3289.712|00 59 50.58 -33 52 07.4|18.79| 1.17| 147.4| 0.8| 0.33|0.02| 0.46|0.03|0.860|147.3|0.6| 0.45|0.03
Scl-0754|27B |3665.662|00 59 50.58 -33 52 07.4|18.79| 1.17| 147.3| 0.9| 0.37|0.02| 0.44|0.05|     |     |   |     |
Scl-0755|15B |3289.712|00 59 50.81 -33 51 32.7|19.75| 1.07| 105.8| 1.8| 0.32|0.03| 0.27|0.07|1.000|     |   |     |
Scl-0756|15B |3289.712|00 59 50.80 -33 48 17.8|19.03| 1.13| 104.8| 1.3| 0.31|0.02| 0.35|0.04|1.000|     |   |     |
Scl-0757|15B |3289.712|00 59 49.02 -33 48 18.3|19.45| 1.09| 113.1| 1.3| 0.37|0.02| 0.34|0.06|1.000|112.8|1.1| 0.33|0.05
Scl-0757|1B  |4017.555|00 59 49.02 -33 48 18.3|19.45| 1.09| 112.0| 2.1| 0.40|0.04| 0.31|0.11|     |     |   |     |
Scl-0758|15B |3289.712|00 59 50.07 -33 48 42.9|19.94| 1.09| 101.0| 2.3| 0.32|0.03| 0.44|0.07|1.000|     |   |     |
Scl-0759|15B |3289.712|00 59 46.60 -33 50 02.5|19.86| 1.08|  93.0| 4.4| 0.30|0.05| 0.20|0.13|0.999|     |   |     |
Scl-0760|15B |3289.712|00 59 56.53 -33 49 03.1|19.88| 1.08|   5.8| 3.8|     |    | 0.30|0.18|0.000|     |   |     |
Scl-0761|15B |3289.712|01 00 01.98 -33 50 22.9|19.14| 1.18| 105.9| 1.1| 0.43|0.04| 0.46|0.08|0.999|100.2|0.5| 0.50|0.05
Scl-0761|27B |3665.662|01 00 01.98 -33 50 22.9|19.14| 1.18|  98.8| 0.6| 0.40|0.03| 0.51|0.06|     |     |   |     |
Scl-0762|15B |3289.712|01 00 07.28 -33 51 13.0|19.48| 1.12| 109.8| 5.1|     |    |     |    |1.000|108.3|0.8| 0.42|0.06
Scl-0762|27B |3665.662|01 00 07.28 -33 51 13.0|19.48| 1.12| 108.2| 0.8| 0.38|0.03| 0.42|0.06|     |     |   |     |
Scl-0763|15B |3289.712|00 59 58.06 -33 56 21.1|19.09| 1.15| 103.0| 1.4| 0.38|0.03| 0.23|0.11|1.000|103.9|1.2| 0.37|0.07
Scl-0763|27B |3665.662|00 59 58.06 -33 56 21.1|19.09| 1.15| 106.2| 2.2| 0.29|0.05| 0.47|0.10|     |     |   |     |
Scl-0764|15B |3289.712|00 59 59.87 -33 54 53.9|19.88| 1.08| 108.4| 1.6| 0.40|0.04| 0.40|0.13|1.000|108.6|1.6| 0.29|0.09
Scl-0764|27B |3665.662|00 59 59.87 -33 54 53.9|19.88| 1.08| 111.8| 5.8| 0.33|0.04| 0.20|0.11|     |     |   |     |
Scl-0765|15B |3289.712|00 59 58.78 -33 54 35.6|19.37| 1.11| 113.0| 0.9| 0.37|0.03| 0.47|0.07|1.000|112.8|0.8| 0.42|0.06
Scl-0765|27B |3665.662|00 59 58.78 -33 54 35.6|19.37| 1.11| 112.2| 1.7| 0.34|0.04| 0.31|0.11|     |     |   |     |
Scl-0766|15B |3289.712|00 59 57.84 -33 54 21.5|18.98| 1.20| 111.3| 0.4| 0.48|0.02| 0.67|0.04|0.981|111.7|0.4| 0.61|0.03
Scl-0766|27B |3665.662|00 59 57.84 -33 54 21.5|18.98| 1.20| 113.3| 0.8| 0.41|0.03| 0.46|0.06|     |     |   |     |
Scl-0767|15B |3289.712|00 59 56.85 -33 51 07.9|19.36| 1.11| 113.8| 2.1| 0.42|0.04| 0.40|0.12|1.000|113.6|1.3| 0.32|0.06
Scl-0767|27B |3665.662|00 59 56.85 -33 51 07.9|19.36| 1.11| 113.4| 1.6| 0.36|0.02| 0.30|0.06|     |     |   |     |
Scl-0768|15R |3289.712|00 59 40.29 -33 58 46.1|17.61| 1.45|   8.1| 3.1| 0.35|0.03| 0.85|0.09|0.000|  5.9|1.8| 0.84|0.03
Scl-0768|27B |3665.662|00 59 40.29 -33 58 46.1|17.61| 1.45|   4.7| 2.3| 0.36|0.02| 0.83|0.03|     |     |   |     |
Scl-0769|15R |3289.712|00 59 35.62 -33 56 29.8|17.63| 1.35|  24.2| 4.4| 0.27|0.03| 0.86|0.09|0.000| 22.4|2.2| 0.87|0.02
Scl-0769|27B |3665.662|00 59 35.62 -33 56 29.8|17.63| 1.35|  21.8| 2.5| 0.29|0.02| 0.87|0.02|     |     |   |     |
Scl-0770|15R |3289.712|00 59 41.07 -33 54 53.5|18.24| 1.22| 108.5| 3.9| 0.40|0.03| 0.22|0.10|1.000|106.2|0.6| 0.34|0.04
Scl-0770|27B |3665.662|00 59 41.07 -33 54 53.5|18.24| 1.22| 106.1| 0.6| 0.35|0.02| 0.36|0.04|     |     |   |     |
Scl-0771|15R |3289.712|00 59 51.65 -33 46 53.6|18.51| 1.15| 113.5| 5.3| 0.36|0.04| 0.27|0.10|1.000|114.5|0.9| 0.37|0.04
Scl-0771|1B  |4017.555|00 59 51.65 -33 46 53.6|18.51| 1.15| 114.5| 1.0| 0.27|0.02| 0.39|0.04|     |     |   |     |
Scl-0772|15R |3289.712|00 59 46.15 -33 48 39.1|17.72| 1.44| 119.1| 2.2| 0.47|0.03| 0.48|0.09|0.999|110.9|0.4| 0.55|0.03
Scl-0772|1B  |4017.555|00 59 46.15 -33 48 39.1|17.72| 1.44| 110.7| 0.4| 0.46|0.01| 0.55|0.03|     |     |   |     |
Scl-0773|15R |3289.712|01 00 00.74 -33 55 34.6|18.16| 1.28| -11.8| 5.4| 0.33|0.04| 0.88|0.10|0.000| -6.0|1.5| 0.90|0.02
Scl-0773|27B |3665.662|01 00 00.74 -33 55 34.6|18.16| 1.28|  -5.6| 1.6| 0.33|0.02| 0.90|0.03|     |     |   |     |
Scl-0774|15R |3289.712|00 59 50.00 -33 53 48.5|18.27| 1.18|  99.6| 2.6| 0.32|0.04| 0.42|0.10|0.999| 98.2|0.7| 0.33|0.04
Scl-0774|27B |3665.662|00 59 50.00 -33 53 48.5|18.27| 1.18|  98.1| 0.7| 0.35|0.02| 0.31|0.05|     |     |   |     |
Scl-0775|15R |3289.712|00 59 46.90 -33 52 44.6|18.62| 1.20| 123.6| 5.7| 0.42|0.04| 0.42|0.12|1.000|120.7|0.8| 0.40|0.05
Scl-0775|27B |3665.662|00 59 46.90 -33 52 44.6|18.62| 1.20| 120.6| 0.8| 0.44|0.02| 0.39|0.05|     |     |   |     |
Scl-0776|15R |3289.712|00 59 17.44 -33 46 59.7|18.48| 1.25| 105.5| 2.8| 0.33|0.03| 0.41|0.09|1.000|     |   |     |
Scl-0777|15R |3289.712|00 59 06.12 -33 50 34.3|18.40| 1.20| 112.7| 2.2| 0.35|0.02| 0.37|0.08|1.000|     |   |     |
Scl-0778|15R |3289.712|00 59 04.58 -33 50 38.7|18.46| 1.19| 115.2| 2.5| 0.37|0.02| 0.33|0.08|1.000|     |   |     |
Scl-0779|15R |3289.712|00 59 01.34 -33 54 31.5|18.09| 1.24| 111.6| 4.8| 0.29|0.03| 0.44|0.09|0.999|     |   |     |
Scl-0780|15R |3289.712|00 59 22.12 -33 49 03.8|18.09| 1.34| 121.6| 1.8| 0.40|0.02| 0.44|0.08|1.000|     |   |     |
Scl-0781|15R |3289.712|00 59 26.29 -33 52 12.1|18.10| 1.31| 109.6| 2.9| 0.39|0.03| 0.54|0.09|0.999|     |   |     |
Scl-0782|15R |3289.712|00 59 39.48 -33 45 39.2|17.61| 1.41| 139.8| 1.2| 0.39|0.02| 0.43|0.08|0.994|     |   |     |
Scl-0783|15R |3289.712|00 59 38.84 -33 47 31.0|18.30| 1.26| 112.9| 3.7| 0.37|0.03| 0.32|0.09|1.000|     |   |     |
Scl-0784|15R |3289.712|00 59 47.25 -33 46 30.5|17.60| 1.51| 109.3| 1.1| 0.48|0.02| 0.55|0.08|0.999|108.3|0.7| 0.54|0.06
Scl-0784|1R  |4017.555|00 59 47.25 -33 46 30.5|17.60| 1.51| 107.6| 0.9| 0.44|0.02| 0.52|0.08|     |     |   |     |
Scl-0785|15R |3289.712|00 59 47.66 -33 47 29.4|17.88| 1.46| 111.1| 1.7| 0.38|0.03| 0.50|0.09|1.000|     |   |     |
Scl-0786|15R |3289.712|00 59 51.89 -33 47 43.6|18.15| 1.38| 112.3| 1.4| 0.37|0.02| 0.42|0.08|1.000|     |   |     |
Scl-0787|15R |3289.712|00 59 44.04 -33 49 41.1|17.96| 1.37| 112.2| 2.2| 0.37|0.02| 0.50|0.08|1.000|     |   |     |
Scl-0788|15R |3289.712|00 59 41.37 -33 49 57.5|18.50| 1.24| 107.8| 7.2| 0.41|0.04| 0.31|0.10|1.000|     |   |     |
Scl-0789|15R |3289.712|00 59 44.48 -33 50 02.1|18.43| 1.17| 113.2| 7.2| 0.31|0.04| 0.25|0.10|1.000|     |   |     |
Scl-0790|15R |3289.712|00 59 48.16 -33 50 22.7|17.79| 1.42|  94.0| 2.4| 0.38|0.03| 0.43|0.09|0.998|     |   |     |
Scl-0791|49B |3663.657|01 00 41.75 -33 59 01.0|18.08| 1.33| 105.9| 2.0| 0.39|0.04| 0.47|0.09|0.999|104.2|0.7| 0.43|0.04
Scl-0791|27B |3665.662|01 00 41.75 -33 59 01.0|18.08| 1.33| 104.0| 0.8| 0.42|0.02| 0.42|0.05|     |     |   |     |
Scl-0792|49B |3663.657|01 00 44.58 -34 00 34.0|17.97| 1.34| 124.9| 3.5| 0.30|0.06| 0.52|0.10|1.000|123.2|0.8| 0.39|0.04
Scl-0792|27B |3665.662|01 00 44.58 -34 00 34.0|17.97| 1.34| 123.1| 0.8| 0.38|0.02| 0.37|0.04|     |     |   |     |
Scl-0793|49B |3663.657|01 00 58.15 -33 54 54.4|18.59| 1.26| 116.5| 2.2| 0.32|0.04| 0.39|0.09|1.000|     |   |     |
Scl-0794|49B |3663.657|01 01 02.58 -34 03 57.2|19.64| 0.99| 117.5| 3.0| 0.28|0.04| 0.37|0.07|0.999|     |   |     |
Scl-0795|49B |3663.657|01 00 36.46 -34 03 45.9|18.91| 1.16| 118.0| 5.7| 0.31|0.07| 0.52|0.11|0.999|116.7|3.7| 0.45|0.07
Scl-0795|27B |3665.662|01 00 36.46 -34 03 45.9|18.91| 1.16| 115.7| 4.9| 0.32|0.04| 0.41|0.09|     |     |   |     |
Scl-0796|49B |3663.657|01 00 53.77 -34 01 56.5|18.50| 1.18| 119.3| 1.2| 0.37|0.02| 0.32|0.05|1.000|118.9|1.2| 0.28|0.04
Scl-0796|27B |3665.662|01 00 53.77 -34 01 56.5|18.50| 1.18| 113.3| 4.9| 0.27|0.03| 0.13|0.09|     |     |   |     |
Scl-0797|49B |3663.657|01 01 09.77 -33 56 35.2|19.34| 1.06| 118.9| 5.6| 0.31|0.05| 0.35|0.12|1.000|     |   |     |
Scl-0798|49B |3663.657|01 01 14.93 -33 59 01.5|19.40| 1.19| 109.9| 1.4| 0.48|0.03| 0.63|0.07|0.984|     |   |     |
Scl-0799|49B |3663.657|01 01 09.06 -33 59 15.9|19.10| 1.15| 109.1| 2.0| 0.44|0.04| 0.26|0.10|1.000|     |   |     |
Scl-0800|49B |3663.657|01 01 12.57 -33 51 08.0|19.06| 1.12| 112.2| 3.2| 0.55|0.08| 0.62|0.17|0.998|     |   |     |
Scl-0801|49B |3663.657|01 01 09.29 -33 52 34.6|18.67| 1.21| 112.2| 1.7| 0.40|0.03| 0.22|0.08|1.000|     |   |     |
Scl-0802|49B |3663.657|01 01 10.56 -33 54 10.1|19.73| 1.14| 116.7| 3.5| 0.32|0.05| 0.28|0.12|1.000|     |   |     |
Scl-0803|49B |3663.657|01 01 17.89 -34 05 00.9|18.83| 1.19| 108.5| 1.0| 0.32|0.02| 0.29|0.04|0.999|     |   |     |
Scl-0804|49B |3663.657|01 01 30.79 -33 57 29.9|17.87| 1.34| 120.1| 0.6| 0.34|0.01| 0.36|0.03|1.000|     |   |     |
Scl-0805|49B |3663.657|01 01 23.21 -33 58 45.6|19.11| 1.09| 107.8| 2.9| 0.28|0.05| 0.39|0.10|1.000|     |   |     |
Scl-0806|49B |3663.657|01 01 31.86 -33 51 00.0|18.65| 1.21| -17.7| 4.5|-0.15|0.35| 0.48|0.26|0.000|     |   |     |
Scl-0807|49B |3663.657|01 01 47.00 -33 58 57.9|19.08| 1.15|  95.0| 4.0| 0.45|0.05| 0.41|0.14|0.990|     |   |     |
Scl-0808|49B |3663.657|01 01 32.96 -33 59 04.0|18.43| 1.18| 101.2| 2.5| 0.33|0.03| 0.30|0.07|0.999|     |   |     |
Scl-0809|49B |3663.657|01 01 28.76 -34 03 11.4|19.87| 1.09| 122.1| 2.7| 0.41|0.04| 0.15|0.10|0.999|     |   |     |
Scl-0810|49B |3663.657|01 01 28.38 -34 01 11.8|18.86| 1.19| 122.8| 0.8| 0.36|0.02| 0.33|0.04|0.999|     |   |     |
Scl-0811|49B |3663.657|01 01 50.06 -33 53 42.6|19.12| 1.10| 101.8| 5.4| 0.46|0.08| 0.24|0.32|0.998|     |   |     |
Scl-0812|49B |3663.657|01 01 54.58 -33 58 59.2|19.26| 1.12| 120.4| 2.8| 0.29|0.05| 0.22|0.12|0.999|     |   |     |
Scl-0813|49B |3663.657|01 01 45.35 -34 00 01.4|18.72| 1.22| 134.3| 1.1| 0.40|0.02| 0.32|0.06|0.996|     |   |     |
Scl-0814|49B |3663.657|01 01 44.98 -34 03 14.0|19.12| 1.11|  95.1| 2.2|     |    | 0.28|0.50|0.960|     |   |     |
Scl-0815|49B |3663.657|01 01 36.68 -34 01 48.4|19.43| 1.12| 121.6| 2.6|     |    | 1.28|1.39|0.993|     |   |     |
Scl-0816|49B |3663.657|01 01 41.76 -34 01 35.0|19.64| 1.06| 130.8| 5.9|     |    |     |    |0.985|     |   |     |
Scl-0817|45B |3663.763|00 59 36.89 -33 14 52.3|19.16| 1.01| 117.0| 3.7| 0.27|0.05| 0.43|0.08|0.998|     |   |     |
Scl-0818|45B |3663.763|00 59 39.67 -33 15 52.8|19.08| 1.06| 100.0| 4.1| 0.30|0.04| 0.49|0.08|0.984|     |   |     |
Scl-0819|45B |3663.763|00 59 43.75 -33 17 20.7|18.63| 1.09|  -9.4| 1.6| 0.31|0.03| 0.89|0.04|0.000|     |   |     |
Scl-0820|45B |3663.763|00 59 45.35 -33 17 38.6|18.98| 1.11| 106.1| 1.7| 0.33|0.04| 0.37|0.07|0.999|     |   |     |
Scl-0821|45B |3663.763|00 59 25.56 -33 22 15.4|19.34| 1.04|  87.7| 3.2| 0.41|0.06| 0.54|0.09|0.825| 87.7|2.3| 0.54|0.06
Scl-0821|45B |3663.763|00 59 25.56 -33 22 15.4|19.34| 1.04|  87.7| 3.2| 0.41|0.06| 0.54|0.09|     |     |   |     |
