#Table: J/AJ/137/3100/table5.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Sex-0519|5B  |3416.684|10 12 05.31 -01 37 06.3|20.33| 0.82| 227.3| 5.8| 0.33|0.05| 0.40|0.10|0.994|     |   |     |
Sex-0520|5B  |3416.684|10 12 11.73 -01 38 36.1|20.30| 0.68| 247.5| 3.1| 0.25|0.04| 0.23|0.09|0.960|     |   |     |
Sex-0521|5B  |3416.684|10 12 50.36 -01 45 40.9|20.10| 0.80| 224.5| 4.0| 0.25|0.04| 0.33|0.09|0.999|     |   |     |
Sex-0522|5B  |3416.684|10 12 37.06 -01 40 43.5|20.22| 0.78| 217.1| 5.3| 0.28|0.04| 0.28|0.09|0.999|     |   |     |
Sex-0523|5B  |3416.684|10 12 49.49 -01 45 10.7|20.26| 0.83| 225.8| 4.0| 0.33|0.04| 0.30|0.10|0.999|     |   |     |
Sex-0524|5B  |3416.684|10 12 22.83 -01 39 22.0|20.17| 1.06|  48.0| 3.1| 0.30|0.05| 0.83|0.07|0.000| 49.8|1.7| 0.98|0.03
Sex-0524|26B |3416.837|10 12 22.83 -01 39 22.0|20.17| 1.06|  50.5| 2.0| 0.41|0.04| 1.04|0.04|     |     |   |     |
Sex-0525|5B  |3416.684|10 11 55.83 -01 37 44.6|20.06| 0.59| -40.0| 4.0| 0.25|0.04| 0.39|0.07|0.000|     |   |     |
Sex-0526|5R  |3416.684|10 12 29.99 -01 38 17.1|18.97| 1.09| 228.8| 5.6| 0.35|0.04| 0.35|0.10|0.999|224.8|1.0| 0.41|0.04
Sex-0526|26B |3416.837|10 12 29.99 -01 38 17.1|18.97| 1.09| 224.6| 1.1| 0.38|0.02| 0.42|0.05|     |     |   |     |
Sex-0527|5R  |3416.684|10 12 26.21 -01 38 30.0|18.01| 1.22| 236.5| 1.6| 0.37|0.02| 0.39|0.08|0.998|236.1|0.9| 0.37|0.03
Sex-0527|26B |3416.837|10 12 26.21 -01 38 30.0|18.01| 1.22| 235.9| 1.0| 0.38|0.01| 0.37|0.03|     |     |   |     |
Sex-0528|5R  |3416.684|10 11 53.58 -01 42 37.4|18.95| 0.89|  77.9| 2.1| 0.26|0.04| 0.92|0.10|0.000| 82.8|1.3| 0.96|0.03
Sex-0528|26B |3416.837|10 11 53.58 -01 42 37.4|18.95| 0.89|  85.6| 1.6| 0.40|0.03| 0.96|0.04|     |     |   |     |
Sex-0529|5R  |3416.684|10 11 57.24 -01 38 55.4|19.52| 0.98| -30.1| 9.1|     |    |     |    |0.000|     |   |     |
Sex-0530|5R  |3416.684|10 12 56.91 -01 39 17.6|19.50| 0.99| 229.6| 8.8| 0.48|0.06| 0.56|0.12|0.994|     |   |     |
Sex-0531|5R  |3416.684|10 12 18.23 -01 36 19.6|17.42| 1.36|  31.2| 2.6| 0.32|0.02| 0.82|0.09|0.000| 30.9|2.5| 0.71|0.06
Sex-0531|26R |3416.837|10 12 18.23 -01 36 19.6|17.42| 1.36|  27.0|10.6| 0.28|0.03| 0.61|0.09|     |     |   |     |
Sex-0532|26B |3416.837|10 12 24.21 -01 40 01.8|19.59| 0.65| 135.0| 2.4| 0.35|0.03| 0.45|0.06|0.000|     |   |     |
Sex-0533|26B |3416.837|10 12 09.98 -01 38 47.8|20.23| 0.63| -25.5| 4.8| 0.30|0.06| 0.20|0.13|0.000|     |   |     |
Sex-0534|26B |3416.837|10 11 55.18 -01 38 51.4|19.68| 0.95| 224.0| 3.6| 0.33|0.03| 0.18|0.08|0.995|     |   |     |
Sex-0535|26B |3416.837|10 11 47.48 -01 50 15.4|     |     | 200.4| 2.1| 0.37|0.03| 0.75|0.05|0.000|     |   |     |
Sex-0536|26B |3416.837|10 11 48.42 -01 43 19.0|17.80| 0.71|  62.2| 0.4| 0.32|0.01| 0.81|0.02|0.000|     |   |     |
Sex-0537|26B |3416.837|10 11 52.26 -01 34 03.5|19.12| 0.97|  97.9| 1.3| 0.39|0.03| 0.93|0.04|0.000|     |   |     |
Sex-0538|26B |3416.837|10 11 53.85 -01 34 48.9|18.27| 0.95|   3.9| 0.6| 0.38|0.01| 0.90|0.02|0.000|     |   |     |
Sex-0539|26B |3416.837|10 12 05.70 -01 33 03.4|19.30| 0.99| 219.3| 5.0| 0.23|0.03| 0.24|0.07|0.999|     |   |     |
Sex-0540|26B |3416.837|10 11 41.71 -01 44 18.3|19.44| 0.60|  90.6| 2.0| 0.26|0.03| 0.39|0.06|0.000|     |   |     |
Sex-0541|26B |3416.837|10 11 25.24 -01 45 33.1|     |     | 188.2| 2.9| 0.37|0.05| 0.76|0.07|0.000|     |   |     |
Sex-0542|26B |3416.837|10 11 19.93 -01 44 17.3|     |     |  77.2| 1.5| 0.45|0.03| 1.04|0.04|0.000|     |   |     |
Sex-0543|26B |3416.837|10 11 32.98 -01 34 06.1|     |     |  69.1| 1.9| 0.43|0.02| 0.92|0.04|0.000|     |   |     |
Sex-0544|26B |3416.837|10 11 42.15 -01 36 00.4|20.34| 1.08| 215.7| 5.3|     |    |     |    |0.936|     |   |     |
Sex-0545|26B |3416.837|10 11 35.80 -01 37 41.6|     |     | 230.4| 3.4| 0.37|0.03| 0.04|0.10|0.977|     |   |     |
Sex-0546|26B |3416.837|10 11 31.50 -01 39 09.2|     |     | 136.5| 0.9| 0.34|0.02| 0.49|0.03|0.000|     |   |     |
Sex-0547|26B |3416.837|10 11 38.71 -01 40 23.8|     |     | 222.7| 3.1| 0.25|0.03| 0.25|0.08|0.995|     |   |     |
Sex-0548|26B |3416.837|10 11 46.72 -01 40 36.3|18.57| 1.09|  18.9| 2.1| 0.32|0.02| 0.74|0.03|0.000|     |   |     |
Sex-0549|26B |3416.837|10 11 48.42 -01 33 54.5|18.58| 1.12| 215.7| 0.8| 0.46|0.01| 0.43|0.03|0.987|     |   |     |
Sex-0550|26B |3416.837|10 11 48.05 -01 35 52.4|     |     | 116.8| 0.5| 0.34|0.01| 0.74|0.02|0.000|     |   |     |
Sex-0551|26B |3416.837|10 11 51.33 -01 35 59.2|18.30| 1.12| 226.4| 1.2| 0.30|0.01| 0.40|0.03|0.996|     |   |     |
Sex-0552|26B |3416.837|10 11 48.77 -01 36 56.1|19.82| 0.67| 157.1| 3.8| 0.32|0.03| 0.44|0.07|0.000|     |   |     |
Sex-0553|26B |3416.837|10 11 46.93 -01 37 12.9|18.93| 1.02|  47.8| 1.0| 0.45|0.02| 0.95|0.03|0.000|     |   |     |
Sex-0554|26B |3416.837|10 11 48.27 -01 37 32.5|19.25| 0.95| 222.8| 4.7| 0.32|0.02| 0.32|0.05|0.996|     |   |     |
Sex-0555|26R |3416.837|10 11 55.82 -01 34 07.2|17.72| 1.04|  26.7| 2.0| 0.32|0.03| 0.84|0.09|0.000|     |   |     |
Sex-0556|26R |3416.837|10 11 29.23 -01 48 45.4|     |     |  24.0| 1.6| 0.29|0.02| 0.82|0.09|0.000|     |   |     |
Sex-0557|15B |3417.761|10 14 26.18 -01 40 47.6|     |     | 186.7| 1.8| 0.28|0.03| 0.37|0.07|0.003|     |   |     |
Sex-0558|15B |3417.761|10 14 25.70 -01 39 37.2|20.36| 0.70| 227.6| 2.9| 0.30|0.04| 0.20|0.10|0.994|     |   |     |
Sex-0559|15B |3417.761|10 14 16.92 -01 43 15.7|19.65| 0.95| 228.1| 4.3| 0.33|0.04| 0.29|0.08|0.996|     |   |     |
Sex-0560|15B |3417.761|10 14 21.30 -01 39 55.8|19.83| 1.20| 123.6| 2.5| 0.38|0.04| 0.87|0.06|0.000|     |   |     |
Sex-0561|15B |3417.761|10 14 29.98 -01 34 33.9|     |     | 313.8| 2.2| 0.34|0.03| 0.40|0.06|0.000|     |   |     |
Sex-0562|15B |3417.761|10 14 28.11 -01 34 50.8|     |     | 216.4| 5.9| 0.25|0.04| 0.33|0.08|0.992|     |   |     |
Sex-0563|15B |3417.761|10 14 31.08 -01 36 06.8|     |     | 306.9| 3.0| 0.35|0.03| 0.57|0.06|0.000|     |   |     |
Sex-0564|15B |3417.761|10 14 10.28 -01 45 09.4|19.83| 0.95| 222.0| 1.5| 0.37|0.03| 0.42|0.07|0.996|     |   |     |
Sex-0565|15B |3417.761|10 14 06.18 -01 41 21.4|20.32| 0.75| 223.9| 2.0| 0.30|0.04| 0.33|0.08|0.998|     |   |     |
Sex-0566|15B |3417.761|10 14 02.54 -01 41 43.0|20.47| 0.85| 222.0| 4.4| 0.33|0.05| 0.33|0.09|0.998|     |   |     |
Sex-0567|15B |3417.761|10 13 54.98 -01 40 38.9|20.03| 0.94| 224.7| 4.3| 0.23|0.04| 0.28|0.09|0.999|     |   |     |
Sex-0568|15B |3417.761|10 13 54.89 -01 35 12.1|20.26| 0.76| 203.5| 2.4| 0.29|0.05| 0.48|0.08|0.872|     |   |     |
Sex-0569|15B |3417.761|10 14 06.26 -01 34 14.9|20.14| 0.93| 241.7| 1.2| 0.29|0.03| 0.30|0.07|0.976|     |   |     |
Sex-0570|15B |3417.761|10 14 05.12 -01 36 59.1|20.30| 0.92| 224.4| 1.6| 0.36|0.04| 0.42|0.08|0.996|     |   |     |
Sex-0571|15B |3417.761|10 13 48.57 -01 42 04.9|19.64| 0.76|  49.1| 0.5| 0.36|0.03| 0.89|0.03|0.000|     |   |     |
Sex-0572|15B |3417.761|10 13 52.23 -01 38 50.6|19.83| 0.97| 224.6| 2.5| 0.38|0.04| 0.42|0.08|0.998|     |   |     |
Sex-0573|15B |3417.761|10 13 42.37 -01 44 47.5|19.67| 0.90| 228.0| 4.4| 0.37|0.06| 0.10|0.15|0.998|     |   |     |
Sex-0574|15B |3417.761|10 13 43.70 -01 43 24.4|20.04| 0.77| 219.8| 2.7| 0.29|0.04| 0.31|0.08|0.999|     |   |     |
Sex-0575|15B |3417.761|10 13 45.49 -01 43 04.8|20.36| 0.61| 223.7| 4.9| 0.22|0.05| 0.32|0.10|0.999|     |   |     |
Sex-0576|15B |3417.761|10 13 37.65 -01 42 57.7|19.24| 0.95| 196.7| 1.0| 0.37|0.02| 0.92|0.03|0.000|197.0|0.8| 0.92|0.03
Sex-0576|1B  |4122.822|10 13 37.65 -01 42 57.7|19.24| 0.95| 197.5| 1.3|     |    |     |    |     |     |   |     |
Sex-0577|15B |3417.761|10 13 41.53 -01 39 37.1|19.96| 0.94| 234.2| 2.6| 0.25|0.04| 0.42|0.07|0.997|233.4|2.4| 0.42|0.07
Sex-0577|1B  |4122.822|10 13 41.53 -01 39 37.1|19.96| 0.94| 229.4| 6.0|     |    |     |    |     |     |   |     |
Sex-0578|15B |3417.761|10 13 37.98 -01 37 33.8|20.34| 0.75| 217.1| 5.4| 0.29|0.07| 0.20|0.14|0.999|     |   |     |
Sex-0579|15B |3417.761|10 14 21.67 -01 43 29.8|20.18| 1.08|  72.0| 2.6| 0.44|0.05| 0.94|0.07|0.000|     |   |     |
Sex-0580|15B |3417.761|10 14 23.01 -01 42 59.3|19.94| 0.97| 229.3| 1.8| 0.33|0.03| 0.31|0.06|0.996|     |   |     |
Sex-0581|15B |3417.761|10 14 20.26 -01 37 02.8|19.69| 0.75| 223.8| 2.2| 0.32|0.03| 0.33|0.06|0.996|     |   |     |
Sex-0582|15B |3417.761|10 14 20.35 -01 32 11.5|17.75| 1.31|  68.1| 2.5| 0.33|0.01| 0.61|0.02|0.000|     |   |     |
Sex-0583|15B |3417.761|10 14 15.14 -01 39 27.8|19.53| 0.94| 206.6| 1.6| 0.32|0.03| 0.43|0.07|0.915|     |   |     |
Sex-0584|15B |3417.761|10 13 40.92 -01 43 53.0|19.92| 0.88| 222.9| 2.3| 0.35|0.05| 0.49|0.09|0.994|     |   |     |
Sex-0585|15B |3417.761|10 13 40.33 -01 42 34.7|19.77| 0.73|  46.3| 0.9| 0.37|0.05| 0.72|0.07|0.000|     |   |     |
Sex-0586|15B |3417.761|10 13 37.85 -01 38 15.6|20.00| 0.90| 239.7| 2.8| 0.30|0.04| 0.22|0.10|0.997|     |   |     |
Sex-0587|15B |3417.761|10 13 38.70 -01 39 13.1|19.20| 0.97| 240.5| 3.5| 0.31|0.03| 0.27|0.07|0.997|     |   |     |
Sex-0588|15B |3417.761|10 13 45.01 -01 45 45.8|19.69| 0.76| -53.4| 1.8| 0.30|0.05| 0.46|0.10|0.000|     |   |     |
Sex-0589|15B |3417.761|10 13 43.54 -01 38 08.5|19.47| 0.71|  92.2| 1.2| 0.30|0.03| 0.26|0.06|0.000| 92.0|1.1| 0.26|0.06
Sex-0589|1B  |4122.822|10 13 43.54 -01 38 08.5|19.47| 0.71|  88.5| 4.7|     |    |     |    |     |     |   |     |
Sex-0590|15B |3417.761|10 14 35.56 -01 48 05.2|     |     |  30.9| 4.4| 0.25|0.06| 0.24|0.13|0.000|     |   |     |
Sex-0591|15B |3417.761|10 14 46.60 -01 44 17.3|     |     | 218.9| 3.0| 0.35|0.05| 0.83|0.08|0.000|     |   |     |
Sex-0592|15B |3417.761|10 14 39.57 -01 43 01.6|     |     | 226.0| 3.1| 0.38|0.05| 0.55|0.10|0.927|     |   |     |
Sex-0593|15B |3417.761|10 14 36.99 -01 42 58.3|     |     | 256.8| 2.3| 0.27|0.02| 0.20|0.05|0.067|     |   |     |
Sex-0594|15B |3417.761|10 14 36.26 -01 42 16.4|     |     |  80.1| 1.5| 0.38|0.02| 0.93|0.03|0.000|     |   |     |
Sex-0595|15B |3417.761|10 14 26.07 -01 44 42.2|19.84| 0.96| 222.7| 3.5| 0.27|0.04| 0.41|0.07|0.991|     |   |     |
Sex-0596|15B |3417.761|10 14 29.30 -01 44 44.5|     |     |  41.5| 1.6| 0.38|0.02| 0.92|0.03|0.000|     |   |     |
Sex-0597|15B |3417.761|10 14 34.37 -01 44 29.9|     |     |  67.5| 1.4| 0.46|0.05| 0.70|0.09|0.000|     |   |     |
Sex-0598|15B |3417.761|10 14 37.49 -01 34 48.4|     |     |  25.9| 3.9| 0.26|0.04| 0.36|0.08|0.000|     |   |     |
Sex-0599|15B |3417.761|10 14 33.04 -01 34 53.0|     |     | 136.5| 2.5| 0.24|0.02| 0.79|0.03|0.000|     |   |     |
Sex-0600|15B |3417.761|10 14 33.43 -01 35 54.7|     |     | 215.0| 0.6| 0.41|0.01| 0.44|0.02|0.973|     |   |     |
Sex-0601|15B |3417.761|10 14 37.43 -01 39 59.8|     |     | 215.8| 2.7| 0.32|0.03| 0.36|0.07|0.990|     |   |     |
Sex-0602|15B |3417.761|10 14 18.29 -01 47 26.4|17.37| 0.88| 212.0| 1.3| 0.29|0.02| 0.39|0.05|0.987|     |   |     |
Sex-0603|15B |3417.761|10 14 18.46 -01 43 20.8|17.90| 0.79| 156.5| 1.5| 0.28|0.01| 0.15|0.03|0.000|     |   |     |
Sex-0604|15B |3417.761|10 14 05.96 -01 48 20.4|17.59| 1.04|  18.2| 1.0| 0.40|0.02| 0.83|0.03|0.000|     |   |     |
Sex-0605|15B |3417.761|10 14 03.02 -01 46 15.2|19.27| 0.79| 153.8| 0.6| 0.34|0.03| 0.97|0.03|0.000|     |   |     |
Sex-0606|15B |3417.761|10 14 06.46 -01 44 54.4|17.00| 0.86|  56.6| 0.4| 0.37|0.01| 0.92|0.01|0.000|     |   |     |
Sex-0607|15B |3417.761|10 14 13.60 -01 34 46.9|19.65| 0.98| 218.4| 1.7| 0.34|0.03| 0.22|0.06|0.995|     |   |     |
Sex-0608|15B |3417.761|10 14 17.14 -01 41 58.8|17.86| 1.08| -22.8| 1.3| 0.39|0.01| 0.91|0.02|0.000|     |   |     |
Sex-0609|15B |3417.761|10 14 08.48 -01 41 26.1|18.39| 1.08|  22.6| 1.1| 0.40|0.02| 0.88|0.03|0.000|     |   |     |
Sex-0610|15B |3417.761|10 13 46.73 -01 42 46.8|19.15| 1.08|  29.9| 1.6| 0.38|0.03| 0.80|0.05|0.000|     |   |     |
Sex-0611|15B |3417.761|10 13 55.75 -01 35 53.8|19.73| 0.98|  70.1| 1.2| 0.28|0.06| 0.92|0.06|0.000|     |   |     |
Sex-0612|15B |3417.761|10 13 58.85 -01 35 53.0|19.03| 0.96|  59.5| 0.7| 0.33|0.02| 0.97|0.03|0.000|     |   |     |
Sex-0613|15B |3417.761|10 14 03.07 -01 36 32.6|     |     | 232.4| 3.2| 0.29|0.04| 0.19|0.09|0.996|     |   |     |
Sex-0614|15B |3417.761|10 14 02.51 -01 37 56.8|     |     |  -5.9| 1.0| 0.36|0.02| 0.92|0.02|0.000|     |   |     |
Sex-0615|15B |3417.761|10 13 59.15 -01 40 21.1|18.42| 1.08| 219.7| 0.7| 0.36|0.02| 0.32|0.03|0.999|     |   |     |
Sex-0616|15B |3417.761|10 13 47.26 -01 35 15.2|20.29| 0.68| 216.4| 4.3| 0.23|0.04| 0.40|0.08|0.997|     |   |     |
Sex-0617|23B |3418.704|10 13 05.71 -01 22 46.4|     |     |  31.0| 5.8| 0.27|0.04| 0.10|0.09|0.000|     |   |     |
Sex-0618|23B |3418.704|10 13 12.78 -01 22 50.6|     |     | 207.4| 4.3| 0.18|0.05| 0.45|0.10|0.988|212.5|3.0| 0.45|0.10
Sex-0618|6B  |4124.814|10 13 12.78 -01 22 50.6|     |     | 217.4| 4.3|     |    |     |    |     |     |   |     |
Sex-0619|23B |3418.704|10 13 17.58 -01 24 22.8|19.40| 0.88| 201.9| 3.5| 0.27|0.03| 0.25|0.07|0.985|205.6|2.0| 0.25|0.07
Sex-0619|6B  |4124.814|10 13 17.58 -01 24 22.8|19.40| 0.88| 207.4| 2.5|     |    |     |    |     |     |   |     |
Sex-0620|23B |3418.704|10 12 56.86 -01 23 05.3|19.35| 0.56| 223.8| 4.2| 0.26|0.03| 0.31|0.06|0.999|223.8|3.9| 0.31|0.06
Sex-0620|6R  |4124.814|10 12 56.86 -01 23 05.3|19.35| 0.56| 223.8|10.2|     |    |     |    |     |     |   |     |
Sex-0621|23B |3418.704|10 12 58.13 -01 23 38.7|19.64| 0.93| 224.9| 1.8| 0.29|0.03| 0.41|0.05|0.998|226.7|1.6| 0.41|0.05
Sex-0621|6R  |4124.814|10 12 58.13 -01 23 38.7|19.64| 0.93| 234.3| 3.7|     |    |     |    |     |     |   |     |
Sex-0622|23B |3418.704|10 12 47.98 -01 18 58.9|     |     | 220.1| 2.6| 0.30|0.05| 0.54|0.09|0.928|219.3|2.1| 0.58|0.08
Sex-0622|6B  |3804.673|10 12 47.98 -01 18 58.9|     |     | 219.0| 5.0| 0.17|0.09| 0.71|0.16|     |     |   |     |
Sex-0622|6B  |4124.814|10 12 47.98 -01 18 58.9|     |     | 216.5| 5.0|     |    |     |    |     |     |   |     |
Sex-0623|23B |3418.704|10 12 43.88 -01 22 12.0|     |     | 230.1| 3.4| 0.29|0.04| 0.34|0.08|0.999|228.5|2.5| 0.34|0.08
Sex-0623|6B  |4124.814|10 12 43.88 -01 22 12.0|     |     | 226.4| 3.9|     |    |     |    |     |     |   |     |
Sex-0624|23B |3418.704|10 13 18.97 -01 26 58.4|19.38| 1.00| 217.7| 1.3| 0.32|0.03| 0.30|0.06|0.999|220.0|1.1| 0.30|0.06
Sex-0624|1R  |4122.822|10 13 18.97 -01 26 58.4|19.38| 1.00| 226.3| 2.2|     |    |     |    |     |     |   |     |
Sex-0625|23B |3418.704|10 13 49.90 -01 21 27.0|     |     |  27.1| 3.8| 0.26|0.04| 0.63|0.07|0.000|     |   |     |
Sex-0626|23B |3418.704|10 13 26.04 -01 21 47.7|     |     | 223.6| 1.6| 0.38|0.03| 0.39|0.07|0.997|223.4|1.5| 0.38|0.06
Sex-0626|6B  |3804.673|10 13 26.04 -01 21 47.7|     |     | 221.8| 4.0| 0.32|0.11| 0.29|0.21|     |     |   |     |
Sex-0627|23B |3418.704|10 13 34.41 -01 23 48.6|19.71| 0.62| 282.2| 3.1| 0.34|0.03| 0.41|0.07|0.000|281.4|2.4| 0.41|0.07
Sex-0627|6B  |4124.814|10 13 34.41 -01 23 48.6|19.71| 0.62| 280.4| 3.6|     |    |     |    |     |     |   |     |
Sex-0628|23B |3418.704|10 13 02.53 -01 18 43.0|     |     | 228.8| 5.5| 0.27|0.05| 0.49|0.09|0.982|     |   |     |
Sex-0629|23B |3418.704|10 13 30.06 -01 23 42.7|18.17| 1.11| 228.0| 0.8| 0.35|0.01| 0.41|0.03|0.996|229.1|0.4| 0.42|0.02
Sex-0629|6B  |3804.673|10 13 30.06 -01 23 42.7|18.17| 1.11| 227.6| 0.7| 0.34|0.02| 0.43|0.04|     |     |   |     |
Sex-0629|6B  |4124.814|10 13 30.06 -01 23 42.7|18.17| 1.11| 231.5| 0.7|     |    |     |    |     |     |   |     |
Sex-0630|23B |3418.704|10 13 39.09 -01 14 41.1|     |     | 226.1| 2.1| 0.32|0.03| 0.54|0.06|0.789|229.8|1.4| 0.53|0.04
Sex-0630|54B |3803.716|10 13 39.09 -01 14 41.1|     |     | 232.4| 1.8| 0.25|0.03| 0.51|0.05|     |     |   |     |
Sex-0631|23B |3418.704|10 13 40.72 -01 16 16.3|     |     | 105.3| 3.0| 0.32|0.06| 0.38|0.12|0.000|     |   |     |
Sex-0632|23B |3418.704|10 13 46.91 -01 17 31.8|     |     | 248.2| 4.0| 0.46|0.06| 0.36|0.13|0.762|     |   |     |
Sex-0633|23B |3418.704|10 13 27.04 -01 19 39.7|     |     | 246.7| 5.4| 0.34|0.04| 0.23|0.09|0.996|229.8|2.3| 0.23|0.09
Sex-0633|6B  |4124.814|10 13 27.04 -01 19 39.7|     |     | 226.2| 2.5|     |    |     |    |     |     |   |     |
Sex-0634|23B |3418.704|10 13 18.38 -01 24 45.2|17.34| 1.21|  24.9| 2.1| 0.38|0.02| 0.80|0.03|0.000| 26.6|1.1| 0.79|0.02
Sex-0634|6R  |3804.673|10 13 18.38 -01 24 45.2|17.34| 1.21|  26.0| 4.4| 0.31|0.04| 0.65|0.09|     |     |   |     |
Sex-0634|6R  |4124.814|10 13 18.38 -01 24 45.2|17.34| 1.21|  27.3| 1.3|     |    |     |    |     |     |   |     |
Sex-0635|23B |3418.704|10 13 20.79 -01 21 57.7|     |     | 142.8| 2.0| 0.26|0.05| 0.95|0.05|0.000|141.7|1.4| 1.04|0.05
Sex-0635|6B  |3804.673|10 13 20.79 -01 21 57.7|     |     | 140.4| 2.6|     |    | 1.27|0.09|     |     |   |     |
Sex-0635|6B  |4124.814|10 13 20.79 -01 21 57.7|     |     | 140.7| 3.4|     |    |     |    |     |     |   |     |
Sex-0636|23B |3418.704|10 13 15.57 -01 21 17.9|     |     | 236.0| 3.7| 0.34|0.04| 0.36|0.09|0.983|240.6|2.1| 0.36|0.09
Sex-0636|6B  |4124.814|10 13 15.57 -01 21 17.9|     |     | 242.6| 2.5|     |    |     |    |     |     |   |     |
Sex-0637|23B |3418.704|10 13 19.56 -01 20 41.2|     |     | 178.1| 4.9| 0.29|0.06| 0.45|0.12|0.002|182.4|4.5| 0.45|0.12
Sex-0637|6R  |4124.814|10 13 19.56 -01 20 41.2|     |     | 206.3|11.4|     |    |     |    |     |     |   |     |
Sex-0638|23B |3418.704|10 13 34.20 -01 11 50.1|     |     | 214.1| 2.5| 0.29|0.03| 0.22|0.07|0.988|     |   |     |
Sex-0639|23B |3418.704|10 13 29.85 -01 11 48.6|     |     |  60.4| 1.4| 0.38|0.02| 0.86|0.03|0.000|     |   |     |
Sex-0640|23B |3418.704|10 13 30.89 -01 14 01.5|     |     | 205.6| 5.1| 0.18|0.05| 0.36|0.09|0.948|     |   |     |
Sex-0641|23B |3418.704|10 13 25.73 -01 15 20.0|     |     |   1.1| 2.4| 0.27|0.04| 0.30|0.09|0.000|     |   |     |
Sex-0642|23B |3418.704|10 13 33.47 -01 17 46.4|     |     | 203.7| 1.7| 0.28|0.02| 0.29|0.05|0.918|203.7|1.7| 0.28|0.05
Sex-0642|6R  |3804.673|10 13 33.47 -01 17 46.4|     |     | 205.0| 8.9| 0.32|0.05| 0.25|0.12|     |     |   |     |
Sex-0643|23B |3418.704|10 13 35.30 -01 17 54.7|     |     | 224.2| 0.6| 0.45|0.01| 0.41|0.03|0.993|224.5|0.6| 0.41|0.03
Sex-0643|6R  |3804.673|10 13 35.30 -01 17 54.7|     |     | 218.0| 3.4| 0.40|0.03| 0.44|0.09|     |     |   |     |
Sex-0643|6R  |4124.814|10 13 35.30 -01 17 54.7|     |     | 228.8| 1.8|     |    |     |    |     |     |   |     |
Sex-0644|23B |3418.704|10 13 08.13 -01 11 20.1|     |     |  92.6| 4.7| 0.27|0.05| 0.39|0.10|0.000|     |   |     |
Sex-0645|23B |3418.704|10 13 14.00 -01 15 49.2|     |     | 154.5| 1.9| 0.29|0.03| 0.37|0.07|0.000|     |   |     |
Sex-0646|23B |3418.704|10 13 15.31 -01 16 25.3|     |     | 230.4| 2.0| 0.34|0.03| 0.32|0.06|0.997|230.4|1.1| 0.33|0.05
Sex-0646|6B  |3804.673|10 13 15.31 -01 16 25.3|     |     | 229.5| 2.4| 0.30|0.05| 0.34|0.10|     |     |   |     |
Sex-0646|6B  |4124.814|10 13 15.31 -01 16 25.3|     |     | 230.8| 1.7|     |    |     |    |     |     |   |     |
Sex-0647|23B |3418.704|10 13 26.37 -01 11 13.6|     |     |  46.3| 0.7| 0.37|0.03| 0.68|0.04|0.000|     |   |     |
Sex-0648|23B |3418.704|10 13 16.57 -01 11 38.4|     |     | 153.1| 4.3| 0.20|0.06| 0.81|0.08|0.000|     |   |     |
Sex-0649|23B |3418.704|10 13 21.53 -01 13 36.8|     |     |  41.5| 1.3| 0.31|0.06| 0.68|0.08|0.000|     |   |     |
Sex-0650|23B |3418.704|10 13 25.00 -01 17 01.4|     |     |  20.0| 2.5| 0.37|0.01| 0.78|0.02|0.000| 20.5|1.4| 0.79|0.02
Sex-0650|6B  |3804.673|10 13 25.00 -01 17 01.4|     |     |  20.6| 2.1| 0.34|0.02| 0.81|0.02|     |     |   |     |
Sex-0650|6B  |4124.814|10 13 25.00 -01 17 01.4|     |     |  20.9| 2.6|     |    |     |    |     |     |   |     |
Sex-0651|23B |3418.704|10 13 22.26 -01 17 51.0|     |     | 109.5| 4.0| 0.35|0.08| 0.75|0.15|0.000|     |   |     |
Sex-0652|23B |3418.704|10 12 55.48 -01 18 52.4|     |     |  60.0| 1.5| 0.39|0.02| 0.86|0.04|0.000| 54.6|1.0| 0.86|0.03
Sex-0652|6B  |3804.673|10 12 55.48 -01 18 52.4|     |     |  49.0| 1.9| 0.37|0.04| 0.86|0.07|     |     |   |     |
Sex-0652|6B  |4124.814|10 12 55.48 -01 18 52.4|     |     |  51.2| 2.1|     |    |     |    |     |     |   |     |
Sex-0653|23B |3418.704|10 12 49.36 -01 13 53.6|     |     | -21.2| 0.9| 0.28|0.02| 0.60|0.04|0.000|     |   |     |
Sex-0654|23B |3418.704|10 12 53.48 -01 15 16.7|     |     | 233.5| 2.0| 0.26|0.02| 0.02|0.07|0.738|     |   |     |
Sex-0655|23B |3418.704|10 12 48.56 -01 15 51.3|     |     | 227.0| 2.6| 0.28|0.03| 0.26|0.08|0.998|     |   |     |
Sex-0656|23B |3418.704|10 12 49.63 -01 17 06.3|     |     |-103.9| 3.0| 0.34|0.07| 0.92|0.08|0.000|     |   |     |
Sex-0657|23B |3418.704|10 12 56.16 -01 17 22.6|     |     |  96.5| 1.2| 0.38|0.04| 0.65|0.07|0.000| 96.3|1.2| 0.64|0.07
